DEPNO	LONGITUDE	LATITUDE	COUNTRY	LOCATION	ALLNAMES	COMMODITIES	DEPCLAN	DBNAME	COMPBY	RELDATE	URL	TITLE
1502	-119.088889	49.788889	Canada (British Columbia)	49.47.20 N -- 119.05.20 W	Basement At Venus	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1502.html	U-Th-REE deposits & occurrences, v.3.7n
2248	-121.794444	49.277778	Canada (British Columbia)	49.16.40 N -- 121.47.40 W	Bee; Harrison Lake	U; Cu; Co	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2248.html	U-Th-REE deposits & occurrences, v.3.7n
2069	-135.283333	59.985000	Canada (British Columbia)	59.59.06 N -- 135.17.00 W	Bennett Lake Caldera - 2	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2069.html	U-Th-REE deposits & occurrences, v.3.7n
1737	-133.396111	59.699167	Canada (British Columbia)	59.41.57 N -- 133.23.46 W	Black Diamond	U; W	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1737.html	U-Th-REE deposits & occurrences, v.3.7n
384	-127.558333	55.170833	Canada (British Columbia)	55.10.15 N -- 127.33.30 W	Black Prince	Cu; Au; W; Mo; U; Sn	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp384.html	U-Th-REE deposits & occurrences, v.3.7n
998	-118.919167	49.626667	Canada (British Columbia)	49.37.36 N -- 118.55.09 W	Blizzard; Beverly; Moraig; Patricia	U; Zn	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp998.html	U-Th-REE deposits & occurrences, v.3.7n
385	-127.571389	55.166111	Canada (British Columbia)	55.09.58 N -- 127.34.17 W	Blue Lake; Cro; Wolfram; Moly B	W; Mo; Au; U; Ag; Cu	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp385.html	U-Th-REE deposits & occurrences, v.3.7n
2246	-119.165278	52.298611	Canada (British Columbia)	52.17.55 N -- 119.09.55 W	Bone Creek	U; Nb; Ta; P	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2246.html	U-Th-REE deposits & occurrences, v.3.7n
402	-133.411111	59.694444	Canada (British Columbia)	59.41.40 N -- 133.24.40 W	Boulder Group	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402.html	U-Th-REE deposits & occurrences, v.3.7n
343	-116.347222	51.188889	Canada (British Columbia)	51.11.20 N -- 116.20.50 W	Bow; Demon; Colti; Porcupine; Grizzley	Th; Ti; Fe; Nb	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp343.html	U-Th-REE deposits & occurrences, v.3.7n
376	-121.877778	53.805833	Canada (British Columbia)	53.48.21 N -- 121.52.40 W	Bowron River; Lad; Ug; Garroway Mine	U; Ge; Nb; Mo; V	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp376.html	U-Th-REE deposits & occurrences, v.3.7n
1752	-119.766667	49.488889	Canada (British Columbia)	49.29.20 N -- 119.46.00 W	Brent Swamp	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1752.html	U-Th-REE deposits & occurrences, v.3.7n
333	-119.105556	50.479167	Canada (British Columbia)	50.28.45 N -- 119.06.20 W	Brett; Bird; Armstrong Occurrence	U; mica	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp333.html	U-Th-REE deposits & occurrences, v.3.7n
338	-119.860833	51.575000	Canada (British Columbia)	51.34.30 N -- 119.51.39 W	Bullion	U; fluorite	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp338.html	U-Th-REE deposits & occurrences, v.3.7n
1740	-119.617778	49.205556	Canada (British Columbia)	49.12.20 N -- 119.37.04 W	Burnell Pond; Burnell Marsh; Burnell Lake; Burnell Rim; Burnell Centre; Burnell Swamp; Burnell Lake West; Sawmill Lake; Sawmill Pond; Sawmill Pond; RKL; Syn	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1740.html	U-Th-REE deposits & occurrences, v.3.7n
2238	-118.075000	50.794444	Canada (British Columbia)	50.47.40 N -- 118.04.30 W	Cameron-jenkins # 1	Th; U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2238.html	U-Th-REE deposits & occurrences, v.3.7n
2237	-118.105556	50.772222	Canada (British Columbia)	50.46.20 N -- 118.06.20 W	Cameron-jenkins # 2	Th; U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2237.html	U-Th-REE deposits & occurrences, v.3.7n
319	-116.170833	49.380556	Canada (British Columbia)	49.22.50 N -- 116.10.15 W	Cariboo; Dannie; Jackie	U; Pb; Zn; W	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp319.html	U-Th-REE deposits & occurrences, v.3.7n
300	-119.166667	49.518056	Canada (British Columbia)	49.31.05 N -- 119.10.00 W	Carmi; Doe; Ivy; Fan; E Zone	U; Mo; Cu; Au; Ag	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300.html	U-Th-REE deposits & occurrences, v.3.7n
337	-119.816667	51.600000	Canada (British Columbia)	51.36.00 N -- 119.49.00 W	Cedar Creek	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp337.html	U-Th-REE deposits & occurrences, v.3.7n
315	-117.691667	49.236111	Canada (British Columbia)	49.14.10 N -- 117.41.30 W	China Creek; Mota	U; Au; Ag	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp315.html	U-Th-REE deposits & occurrences, v.3.7n
365	-126.826389	50.076389	Canada (British Columbia)	50.04.35 N -- 126.49.35 W	Churchill	U; Fe; Cu	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp365.html	U-Th-REE deposits & occurrences, v.3.7n
368	-121.750000	51.083333	Canada (British Columbia)	51.05.00 N -- 121.45.00 W	Clinton	U; Ti; Ce	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp368.html	U-Th-REE deposits & occurrences, v.3.7n
309	-119.666667	49.950000	Canada (British Columbia)	49.57.00 N -- 119.40.00 W	Cm	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp309.html	U-Th-REE deposits & occurrences, v.3.7n
363	-122.961111	50.895833	Canada (British Columbia)	50.53.45 N -- 122.57.40 W	Cobalt	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp363.html	U-Th-REE deposits & occurrences, v.3.7n
2210	-118.883333	49.525000	Canada (British Columbia)	49.31.30 N -- 118.53.00 W	Collier	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2210.html	U-Th-REE deposits & occurrences, v.3.7n
1918	-114.397222	49.172222	Canada (British Columbia)	49.10.20 N -- 114.23.50 W	Commerce Creek	Cu; Ag; U; Mo; Au; Ag	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1918.html	U-Th-REE deposits & occurrences, v.3.7n
2220	-119.566667	49.186111	Canada (British Columbia)	49.11.10 N -- 119.34.00 W	Contact Lake	U; Th	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2220.html	U-Th-REE deposits & occurrences, v.3.7n
1759	-119.727500	49.620278	Canada (British Columbia)	49.37.13 N -- 119.43.39 W	Contact Pool; Faulder	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1759.html	U-Th-REE deposits & occurrences, v.3.7n
360	-120.605556	50.706944	Canada (British Columbia)	50.42.25 N -- 120.36.20 W	Copper King	U; Cu; Au; Ag; Fe	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp360.html	U-Th-REE deposits & occurrences, v.3.7n
353	-120.608333	50.194444	Canada (British Columbia)	50.11.40 N -- 120.36.30 W	Copperado No.1	Cu; U; Ag	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp353.html	U-Th-REE deposits & occurrences, v.3.7n
354	-120.600000	50.198611	Canada (British Columbia)	50.11.55 N -- 120.36.00 W	Copperado No.2	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp354.html	U-Th-REE deposits & occurrences, v.3.7n
1738	-119.583333	49.188889	Canada (British Columbia)	49.11.20 N -- 119.35.00 W	Cornerpost Pool	U; Th	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1738.html	U-Th-REE deposits & occurrences, v.3.7n
2222	-119.546389	49.235833	Canada (British Columbia)	49.14.09 N -- 119.32.47 W	Covert Basin; Hunter	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2222.html	U-Th-REE deposits & occurrences, v.3.7n
293	-118.916667	49.100000	Canada (British Columbia)	49.06.00 N -- 118.55.00 W	Cox	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp293.html	U-Th-REE deposits & occurrences, v.3.7n
2235	-118.038889	50.780556	Canada (British Columbia)	50.46.50 N -- 118.02.20 W	Cran 2	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2235.html	U-Th-REE deposits & occurrences, v.3.7n
2234	-118.029167	50.759722	Canada (British Columbia)	50.45.35 N -- 118.01.45 W	Cran 3	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2234.html	U-Th-REE deposits & occurrences, v.3.7n
2236	-118.005556	50.737500	Canada (British Columbia)	50.44.15 N -- 118.00.20 W	Cran 4	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2236.html	U-Th-REE deposits & occurrences, v.3.7n
2226	-117.308333	49.550000	Canada (British Columbia)	49.33.00 N -- 117.18.30 W	Crystal	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2226.html	U-Th-REE deposits & occurrences, v.3.7n
306	-118.901389	49.599167	Canada (British Columbia)	49.35.57 N -- 118.54.05 W	Cup Lake; Donen; Carol	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp306.html	U-Th-REE deposits & occurrences, v.3.7n
2263	-132.783333	59.683333	Canada (British Columbia)	59.41.00 N -- 132.47.00 W	Cx	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2263.html	U-Th-REE deposits & occurrences, v.3.7n
2261	-132.833333	59.630556	Canada (British Columbia)	59.37.50 N -- 132.50.00 W	Cx 2	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2261.html	U-Th-REE deposits & occurrences, v.3.7n
2256	-132.988889	59.662500	Canada (British Columbia)	59.39.45 N -- 132.59.20 W	Cy 4; Weir Mountain	U; Pb; Zn; Mo; fluorite; Sn; W	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2256.html	U-Th-REE deposits & occurrences, v.3.7n
2258	-133.762500	59.272222	Canada (British Columbia)	59.16.20 N -- 133.45.45 W	D & D	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2258.html	U-Th-REE deposits & occurrences, v.3.7n
397	-127.608333	58.583333	Canada (British Columbia)	58.35.00 N -- 127.36.30 W	Dall Lake	U; Th; Cu	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp397.html	U-Th-REE deposits & occurrences, v.3.7n
2214	-119.988889	49.683333	Canada (British Columbia)	49.41.00 N -- 119.59.20 W	Demuth	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2214.html	U-Th-REE deposits & occurrences, v.3.7n
2255	-133.187500	59.601389	Canada (British Columbia)	59.36.05 N -- 133.11.15 W	Dixie; Mont	U; Cu; fluorite	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2255.html	U-Th-REE deposits & occurrences, v.3.7n
292	-118.965278	49.021667	Canada (British Columbia)	49.01.18 N -- 118.57.55 W	Dolo	Th; Mg; W	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp292.html	U-Th-REE deposits & occurrences, v.3.7n
1729	-129.933333	55.988889	Canada (British Columbia)	55.59.20 N -- 129.56.00 W	Dunwell Road	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1729.html	U-Th-REE deposits & occurrences, v.3.7n
371	-120.993056	52.566667	Canada (British Columbia)	52.34.00 N -- 120.59.35 W	Eaglet	U; fluorite	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp371.html	U-Th-REE deposits & occurrences, v.3.7n
2233	-116.840000	50.708333	Canada (British Columbia)	50.42.30 N -- 116.50.24 W	East Creek	U; Nb; Th; REE	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2233.html	U-Th-REE deposits & occurrences, v.3.7n
1730	-127.500000	57.369444	Canada (British Columbia)	57.22.10 N -- 127.30.00 W	Edozadelly Mountain; Brothers Peak	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1730.html	U-Th-REE deposits & occurrences, v.3.7n
1754	-119.738889	49.663889	Canada (British Columbia)	49.39.50 N -- 119.44.20 W	Eneas	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1754.html	U-Th-REE deposits & occurrences, v.3.7n
2221	-119.755556	49.462500	Canada (British Columbia)	49.27.45 N -- 119.45.20 W	Farleigh Lake	Th; U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2221.html	U-Th-REE deposits & occurrences, v.3.7n
401	-133.440556	59.708056	Canada (British Columbia)	59.42.29 N -- 133.26.26 W	Fisher	U; Th; Cu; W	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp401.html	U-Th-REE deposits & occurrences, v.3.7n
324	-116.393056	50.652778	Canada (British Columbia)	50.39.10 N -- 116.23.35 W	Forster Creek	U; Nb	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp324.html	U-Th-REE deposits & occurrences, v.3.7n
308	-118.883333	49.539722	Canada (British Columbia)	49.32.23 N -- 118.53.00 W	Fuki; Donen	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp308.html	U-Th-REE deposits & occurrences, v.3.7n
339	-119.897222	51.572222	Canada (British Columbia)	51.34.20 N -- 119.53.50 W	G Zone	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp339.html	U-Th-REE deposits & occurrences, v.3.7n
362	-122.952778	50.895833	Canada (British Columbia)	50.53.45 N -- 122.57.10 W	Gem	U; Au; Co; Ag; Mo	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp362.html	U-Th-REE deposits & occurrences, v.3.7n
